nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,init_date,camera,field_fate,cam_fateNA,cam_fate,final_fate,nest_age,final_obs_int,final_obs_date,species,likely_failed,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
20317,RUTW,2020,29.77086,-93.17677,,,,,,53,Y,H,FALSE,H,H,17,4,70,CONI,,56,70,69,70,69,69,69,4,14,,2E,2C,56|60|66|70,2E|2E|2E|2C,0|4|6|1,,,6/19 - 2 chicks how old? 1-2 days
20318,RUTE,2020,29.75659,-93.1143,70,70,,,68,55,Y,H,FALSE,H,H,19,5,74,CONI,0,56,71,71,71,71,,,4,18,1,1E,1C,56|64|69|74,1E|1E|1E|1C,0|8|5|3,,,6/27- 1 chick - seen in field? Y-6/24 ~4 days old
20320,RUTW,2020,29.76186,-93.13563,90,90,,,66,50,Y,A,FALSE,A,A,30,6,80,CONI,0,56,74,74,80,80,,,6,24,1,1E,0E,56|60|66|70|74|80,2E|2E|2E|1E|1E|0E,0|4|6|4|4|6,,,". on 6/24 does she have 1 or 2E??? 6/19 was marked 0E but I adjusted cam on 6/24 and yo ucan still see the white egg after. Nothing in notes/photos. 1 egg is a cracked shell with no contents but still sitting next to other egg - what happened to this nest, what/when was final fate?? i guess she was just incubating the dud egg?"
20321,RUTW,2020,29.7629,-93.14075,60,60,,,67,54,Y,H,FALSE,H,H,16,4,70,CONI,0,56,70,70,70,70,,,4,14,0,2E,"1E, 1C",56|64|66|70,"2E|2E|2E|1E, 1C",0|8|2|4,,,"6/19 - 1 chick, 1 egg"
20322,RUTW,2020,29.76391,-93.14388,50,50,,,64,48,Y,A,FALSE,A,A,25,3,73,CONI,0,,73,73,73,73,,,4,,1,2E,abandon,60|64|70|73,2E|2E|2E|abandon,0|4|6|3,bird did not return while watching,,"was this one floated? 6/23 - stick trampled, eggs still there. 6/19 - possibly abandoned, bird not present and did not return while I was watching; camera stops abruptly but still had battery - unknown fate"
20323,RUTE,2020,29.75859,-93.12138,50,50,,S,77,61,Y,U,FALSE,D,D,23,3,84,CONI,0,61,73,73,84,84,,,7,23,1,?,0E,61|64|69|73|76|81|84,2E|2E|2E|2E|?|?|0E,0|3|5|4|3|5|3,other nests checked on those days-penult should be BON,fate videos (snake depredation) had been misidentified as 324,what was field fate???tagged female (118) tracked to nest location. very close to where she nested last year.
20324,RUTW,2020,29.7699,-93.1737,90,90,,,73,57,Y,A,FALSE,Ca,Ca,9,4,66,CONI,1,62,62,62,66,66,,,2,4,0,2E,abandon,62|66,2E|abandon,0|4,,cattle,"6/15 - 2E cracked, getting eaten by ants (SB has pics) check cam for fate"
20352,RUTE,2020,29.75912,-93.1234,30,40,,,84,66,Y,U,FALSE,H,H,18,3,84,CONI,0,69,81,82,84,82,82,82,5,15,0,2E,0E,69|73|76|81|84,2E|2E|2E|2E|0E,0|4|3|5|2,no final obs recorded in original data,"camera set high, but bird moves around more, male visits more - hatch probably","why field fate marked U?? was nest checked on 3 july? removed asterisk from est HD changed est HD to 7/3 bc one egg might be bad*float was weird: one egg flat on bottom, one floating high with the tip above the water; camera pulled for July 4th by Jonathon - what was nest status?"
20354,RUTE,2020,29.75873,-93.12268,80,80,,,70,54,N,A,TRUE,,A,19,73,73,CONI,0,69,69,69,73,73,,,2,4,0,1E,0E,69|73,1E|0E,0|4,,,
20355,RUTE,2020,29.75854,-93.12093,40,30,,,,,Y,U,FALSE,A,A,,1,73,CONI,,69,72,72,73,73,,,3,4,,BON,0E,69|72|73,2E|BON|0E,0|3|1,,this can't be the correct nest: camera not triggered after 19 Jun when bird was incubating; still had battery when picked up on 22 Jun,??? Field notes for fate?? Why U?>
20356,RUTW,2020,,,,,,,93,77,Y,Ca,FALSE,Ca,Ca,13,6,90,CONI,1,74,84,84,90,90,,,4,16,0,BON,BON,74|79|83|84,1E|2E|BON|BON,0|5|4|1,"last obs was excluded, but it's not after est hatch date",lots of cattle disturbance that idd not cause birds to abandon at first but evenetually did,"9 Jul - nest trampled, stick broken"
20357,RUTW,2020,29.761992,-93.13765,,,,,,,N,Ca,TRUE,,Ca,,84,84,CONI,,79,82,82,84,84,,,3,5,,2E,0E,79|83|84,2E|2E|0E,0|4|1,,,3 Jul - both eggs crushed
20358,RUTW,2020,29.760444,-93.130216,,,,,,80,Y,H,FALSE,H,H,16,4,96,CONI,,83,96,96,96,96,,,4,13,,2E,"1E, 1C",83|88|92|96,"2E|2E|2E|1E, 1C",0|5|4|4,,,"in Gaia, says 15-jul changed card, 1 bad egg 1 chick"
20360,RUTW,2020,29.763937,-93.143836,,,,,,,N,A,TRUE,,A,,96,96,CONI,,83,90,90,96,96,,,4,13,,1E,0E,83|84|90|96,2E|1E|1E|0E,0|1|6|6,,,HOW sure am I that it's 360? On 2-jul says it's prob abandoned bc i accidentally caught a female on it WHEN WAS IT FOUND field photo from 9 Jul shows 1 egg; photo from 15 Jul shows cattle disturbance? Was I in cameron to pick up the camera? Doesn't look like I was there 25 jul
20361,RUTW,2020,29.77113,-93.179998,,,,,91,76,Y,H,FALSE,H,H,20,5,96,CONI,0,88,92,92,92,92,,,3,8,1,2E,2C,88|91|96,2E|2E|2C,0|3|5,,,"7 Jul - 2E, tip over; 15 Jul - 2C, 4-5 days"
20365,RUTW,2020,29.769302,-93.169726,,,,,,,Y-but,A,FALSE,A,A,,96,96,CONI,,90,90,90,96,96,,,2,6,,1E,abandon,90|96,1E|abandon,0|6,,probably abandoned before discovery - exclude,14 or 15 Jul - probably abandoned - left cam
20366,RUTW,2020,29.762538,-93.137941,,,,,109,93,N,Ca,FALSE,Ca,Ca,10,103,103,CONI,1,96,100,100,103,103,,,3,7,0,2E,0E,96|100|103,2E|2E|0E,0|4|3,,,"do I have a photo of 366? - yes, multiple; 45+>45"
20400,RUTW,2020,29.767,-93.16158,10,10,none,,84,67,Y,H,FALSE,H,H,21,2,88,LETE,0,73,88,86,88,86,86,86,6,15,1,BON,1C,73|76|80|84|86|88,2E|2E|BON|2E|BON|1C,0|3|4|4|2|2,,,chick seen? how old was the chick on 7/7?
20401,RUTW,2020,29.76698,-93.16123,10,10,none,,82,68,N,H,TRUE,,H,20,88,88,LETE,0,73,87,87,87,87,,,6,15,1,BON,0E,73|76|80|84|86|88,2E|1E|BON|1E|BON|0E,0|3|4|4|2|2,,,"No chicks near cup, highly upset parents, wings up on ground"
20402,RUTW,2020,29.76695,-93.16123,5,10,none,,88,71,Y,H,FALSE,H,H,21,4,92,LETE,0,73,90,90,90,90,,,7,19,1,2E,1C,73|76|80|84|86|88|92,2E|2E|BON|2E|BON|2E|1C,0|3|4|4|2|2|4,,,"Chick in cup, assumed second chick nearby. ARound 2 daysold"
20403,RUTW,2020,29.76698,-93.16161,10,10,none,,92,73,N,Ca,TRUE,,Ca,11,84,84,LETE,1,73,80,80,84,84,,,4,11,0,BON,0E,73|76|80|84,1E|1E|BON|0E,0|3|4|4,,,"Stick broken, nest gone, cattle tracks through area where cup was"
20404,RUTW,2020,29.76892,-93.16894,90,90,none,,88,72,N,Ca,TRUE,,Ca,8,80,80,CONI,1,73,76,76,80,80,,,3,7,0,1E,0E,73|76|80,1E|1E|0E,0|3|4,,,Cracked egg next to nest area being eaten by ants. Stick crushed
20405,RUTW,2020,29.76446,-93.14888,50,50,sym,,92,75,Y,H,FALSE,H,H,20,3,95,LETE,0,76,95,94,95,94,93,94,7,19,0,2E,0E,76|80|84|86|88|92|95,2E|2E|2E|2E|2E|2E|0E,0|4|4|2|2|4|3,is assumed hatch enough??,camera evidence of hatch??,No sign of failure. assumed hatched
20406,RUTW,2020,29.76433,-93.14832,50,50,sym,,92,75,Y,H,FALSE,H,H,20,3,95,LETE,0,76,94,94,94,94,,,7,19,0,2E,0E,76|80|84|86|88|92|95,2E|2E|2E|2E|2E|2E|0E,0|4|4|2|2|4|3,,,egg shell near nest indicates hatch
20407,RUTW,2020,29.76424,-93.14816,40,50,sym,,82,71,N,H,TRUE,,H,21,92,92,LETE,0,76,90,90,90,90,,,6,16,1,1E,0E,76|80|84|86|88|92,1E|1E|1E|1E|1E|0E,0|4|4|2|2|4,,,No signof predation or abandonment
20408,RUTW,2020,29.76427,-93.148,60,50,sym,,83,69,Y,H,FALSE,H,H,19,2,88,LETE,0,76,88,88,88,88,,,5,12,1,2E,2C,76|80|84|86|88,2E|2E|2E|2E|2C,0|4|4|2|2,,,Both chicks found dead in cup 7 hours after first check while putting out cameras
20409,RUTW,2020,29.76425,-93.14771,50,50,sym,,95,76,N,A,TRUE,,A,8,84,84,LETE,1,76,80,80,84,84,,,3,8,0,2E,1E,76|80|84,1E|2E|1E,0|4|4,,,"Single egg left, ants in cup, egg covered in sand, possibly caused by cattle?"
20410,RUTW,2020,29.76409,-93.14684,20,50,none,,96,79,N,H,TRUE,,H,19,98,98,LETE,0,76,98,98,98,98,,,8,22,0,2E,1E,76|80|84|86|88|92|95|98,1E|2E|2E|2E|2E|2E|2E|1E,0|4|4|2|2|4|3|3,,,"Single egg left in cup, poop in cup indicating hatch of second egg"
20411,RUTW,2020,29.76567,-93.15527,50,50,none,,96,77,N,Hu,TRUE,,Hu,3,80,80,LETE,1,76,76,76,80,80,,,2,4,0,1E,0E,76|80,1E|0E,0|4,,,Nest cup crushed with andts where eggs were. Vehicle tracks directly over nest cup
20412,RUTW,2020,29.76706,-93.16164,40,30,sym,,96,77,N,H,TRUE,,H,20,97,97,LETE,0,76,96,96,96,96,,,8,21,0,2E,"2C, 1-2 d",76|80|84|86|88|92|95|97,"1E|BON|2E|BON|2E|2E|2E|2C, 1-2 d",0|4|4|2|2|4|3|2,,,2 chicks in field photo 7/16 Eggs sechuduled to hatch 1-2 days before check. nest cup and surrounding area devestated by cattle track to the point of being almost unrecognizable.
20413,HBRB,2020,29.76494,-93.37286,0,0,none,,,71,Y,U,FALSE,H,H,20,4,91,LETE,,79,91,90,91,90,90,90,4,12,,Hatch,0E,79|87|90|91,2E|2E|Hatch|0E,0|8|3|1,,chicks eaten by caracara after hatch,Did not float due to heavy coyote predation in area. Cam placed on nest - fate probably U?
20414,RUTW,2020,29.76572,-93.15541,70,70,sym,,97,78,N,A,TRUE,,A,23,101,101,LETE,0,80,84,84,101,101,,,8,21,1,1E,1E,80|84|86|88|92|95|98|101,2E|BON|1E|1E|1E|1E|1E|1E,0|4|2|2|4|3|3|3,,,"Single egg sitting in cup for 2 weeks, followed to hatch date in case, but likely failed due to abandonment on over fourth of July weekend. Egg half buried in sand on 20 July"
20415,RUTW,2020,29.76565,-93.15553,0,40,sym,,96,82,Y,H,FALSE,H,H,19,3,101,LETE,0,81,101,101,101,101,,,8,20,1,2E,1C,81|84|86|88|92|95|98|101,2E|2E|2E|2E|2E|2E|2E|1C,0|3|2|2|4|3|3|3,,,"1 chick in cup one crushed egg in cup with fully developed chick. no cattle tracks on nest, perhaps crushed by catttle mouth while grazing"
20416,RUTW,2020,29.76568,-93.15517,20,40,sym,,93,75,N,H,TRUE,,H,20,95,95,LETE,0,81,94,94,94,94,,,6,14,0,2E,0E,81|84|86|88|92|95,2E|2E|2E|2E|2E|0E,0|3|2|2|4|3,,,"No signs of predation, abandonment or other failure. Possible poop in cup"
20417,RUTW,2020,29.76154,-93.13561,10,20,none,,,,N,Hu,TRUE,,Hu,,88,88,LETE,,81,81,81,88,88,,,4,7,,D,0E,81|84|86|88,1E|D|D|0E,0|3|2|2,,,
20418,RUTW,2020,29.76447,-93.14879,40,40,sym,,92,74,N,H,TRUE,,H,18,92,92,CONI,0,81,90,90,90,90,,,5,11,0,2E,2C,81|84|86|88|92,2E|2E|2E|2E|2C,0|3|2|2|4,,,"Chicks near nest (how old?), Parents performingtail tuck andbroken wing"
20419,HBRB,2020,29.76605,-93.3857,0,0,none,,,,Y,U,FALSE,D,D,,4,91,LETE,,82,87,87,91,91,,,3,9,,2E,0E,82|87|91,2E|2E|0E,0|5|4,,,Did not float due to heavy coyote predation in area. Cam placed on nest - fate probably U?
20420,RUTW,2020,29.7641,-93.14685,75,75,sym,,101,85,Y,H,FALSE,H,H,19,3,104,LETE,0,85,104,104,104,104,,,8,19,0,3E,3E,85|86|88|92|95|98|101|104,3E|3E|3E|3E|3E|3E|3E|3E,0|1|2|4|3|3|3|3,"final obs is ""3E, hatch""",,Peepeing and pecking from inside of eggs. BON July 25th
20421,RUTW,2020,29.7658,-93.15541,50,50,sym,,91,71,N,H,TRUE,,H,21,92,92,LETE,0,85,90,90,90,90,,,4,7,0,1E,0E,85|86|88|92,1E|1E|1E|0E,0|1|2|4,,,Eggshell near cup
20422,RUTW,2020,29.76708,-93.16172,10,40,sym,,104,85,Y,A,FALSE,A,A,16,3,101,LETE,1,85,98,98,101,101,,,7,16,0,1E,Fail,85|86|88|92|95|98|101,1E|BON|2E|2E|2E|1E|Fail,0|1|2|4|3|3|3,,,"7/20 - eggs or not? No bird on nest in rain, egg # down from 2 to 1 on nest to last check"
20423,RUTW,2020,29.76422,-93.14847,50,75,sym,,102,83,N,D,TRUE,,D,21,104,104,LETE,0,85,101,101,104,104,,,8,19,0,2E,0E,85|86|88|92|95|98|101|104,2E|2E|2E|2E|2E|2E|2E|0E,0|1|2|4|3|3|3|3,,,Coyote prints and scrapes at nest cup. Either hatched and were eaten or were eaten before hatch
20424,RUTW,2020,29.76563,-93.15456,0,20,sym,,93,79,Y,U,FALSE,H,H,19,3,98,LETE,0,85,97,98,97,98,98,98,6,13,1,2E,0E,85|86|88|92|95|98,2E|2E|2E|2E|2E|0E,0|1|2|4|3|3,no field evidence of hatch,camera evidence of hatch??,why H? chicks seen?
20425,RUTW,2020,29.76388,-93.14663,20,40,sym,,98,84,N,H,TRUE,,H,20,104,104,LETE,0,86,103,103,103,103,,,7,18,1,2E,0E,86|88|92|95|98|101|104,2E|2E|2E|2E|2E|2E|0E,0|2|4|3|3|3|3,,,"Angry parents nearby, poop in cup."
20426,RUTW,2020,29.76376,-93.14611,0,25,sym,,102,83,N,Ca,TRUE,,Ca,9,92,92,LETE,1,86,88,88,92,92,,,3,6,0,2E,0E,86|88|92,2E|2E|0E,0|2|4,,,Cattle track through nest
20427,RUTW,2020,29.76366,-93.14568,0,25,sym,,98,79,N,H,TRUE,,H,25,104,104,LETE,0,86,98,98,98,98,,,6,18,1,hatch?,1C,86|88|92|95|98|104,2E|2E|2E|2E|hatch?|1C,0|2|4|3|3|6,penult should have been deleted,,"First egg to disappear must have failed or been depredated, chick in nest cup 6 days later from second egg (WAS CHICK 6 DAYS OLD?)"
20428,RUTW,2020,29.76359,-93.14537,0,25,sym,,103,84,N,F,TRUE,,F,11,95,95,LETE,1,86,92,92,95,95,,,4,9,0,2E,1E,86|88|92|95,2E|2E|2E|1E,0|2|4|3,,,Second egg predated 14 Jul? possible abandonment after predation
20429,RUTW,2020,29.76356,-93.14529,0,25,sym,,102,83,N,Ca,TRUE,,Ca,18,101,101,LETE,0,86,98,98,101,101,,,6,15,0,2E,0E,86|88|92|95|98|101,2E|2E|2E|2E|2E|0E,0|2|4|3|3|3,,,"Cattle tracks turned up the ground where nest cup was to the point that stick, cup, and eggs weren't able to be found"
20430,HBRB,2020,29.76512,-93.37423,0,0,none,,,,N,D,TRUE,,D,,91,91,LETE,,87,87,87,91,91,,,2,4,,2E,0E,87|91,2E|0E,0|4,,,Did not float due to heavy coyote predation in area
20431,HBRB,2020,29.76503,-93.37254,5,5,none,,,,N,D,TRUE,,D,,91,91,CONI,,87,87,87,91,91,,,2,4,,2E,0E,87|91,2E|0E,0|4,,,Did not float due to heavy coyote predation in area
20432,RUTW,2020,29.76359,-93.14536,0,10,sym,,105,86,N,Ca,TRUE,,Ca,18,104,104,LETE,0,88,101,101,104,104,,,6,16,0,2E,0E,88|92|95|98|101|104,2E|2E|2E|2E|2E|0E,0|4|3|3|3|3,,,Cattle prints destroyed nest and surrounding area
20433,RUTW,2020,29.76359,-93.14542,5,10,sym,,105,86,Y,Ca,FALSE,Ca,Ca,18,3,104,LETE,0,88,101,101,104,104,,,6,16,0,2E,0E,88|92|95|98|101|104,2E|2E|2E|2E|2E|0E,0|4|3|3|3|3,could have hatched or had other fate before cattle,moisture on camera on 23-july - blurry photos,Cattle prints destroyed nest and surrounding area
20434,RUTW,2020,29.76363,-93.1456,0,10,sym,,105,86,N,D,TRUE,,D,18,104,104,LETE,0,88,101,101,104,104,,,6,16,0,1E,0E,88|92|95|98|101|104,1E|1E|1E|1E|1E|0E,0|4|3|3|3|3,,,Coyote prints at nest cup
20435,RUTW,2020,29.76408,-93.14817,0,0,sym,,105,86,N,Ca,TRUE,,Ca,9,95,95,LETE,1,88,92,92,95,95,,,3,7,0,1E,0E,88|92|95,1E|1E|0E,0|4|3,,,Cattle tracks through nest
20436,RUTW,2020,29.76422,-93.14839,10,30,sym,,98,82,Y,H,FALSE,H,H,19,3,101,LETE,0,88,101,101,101,101,,,5,13,0,1E,1C,88|92|95|98|101,1E|1E|1E|1E|1C,0|4|3|3|3,,,Chick hatched in cup
20437,RUTW,2020,29.76429,-93.14833,50,50,sym,,104,85,N,A,TRUE,,A,10,95,95,LETE,1,88,92,92,95,95,,,3,7,0,1E,0E,88|92|95,2E|1E|0E,0|4|3,,,1 Egg recently depredated in nest cup. second egg may still be good. removed bad broken egg. Nest abandoned
20438,RUTW,2020,29.76546,-93.15455,0,10,sym,,97,78,N,H,TRUE,,H,20,98,98,LETE,0,88,97,97,97,97,,,4,10,0,2E,1E,88|92|95|98,2E|2E|2E|1E,0|4|3|3,,,Shell near nest WAS A CHICK FOUND?
20439,RUTW,2020,29.76547,-93.15459,0,10,sym,,,,N,D,TRUE,,D,,92,92,LETE,,88,88,88,92,92,,,2,4,,2E,0E,88|92,2E|0E,0|4,,,Ghost crab hole directly in nest cup
20440,RUTW,2020,29.76553,-93.15516,0,10,sym,,,,N,D,TRUE,,D,,92,92,LETE,,88,88,88,92,92,,,2,4,,1E,0E,88|92,1E|0E,0|4,,,Ghost crab hole directly in nest cup
20441,RUTW,2020,29.76548,-93.15517,0,0,sym,,105,86,N,W,TRUE,,W,15,101,101,LETE,1,88,98,98,101,101,,,5,13,0,1E,0E,88|92|95|98|101,1E|1E|1E|1E|0E,0|4|3|3|3,,,cup and stick washed away after rain
20442,RUTW,2020,29.76555,-93.15548,0,0,sym,,,,N,W,TRUE,,W,,92,92,LETE,,88,88,88,92,92,,,2,4,,2E,0E,88|92,2E|0E,0|4,,,"Nest built in middle of high tide line. Nest likely washed out during regular tide, not stormsurge or rain as neither were significant  in the days between checks, and tide line was only ~2 feet further up beach than at previous check"
20443,RUTW,2020,29.76567,-93.1556,0,20,sym,,101,81,N,H,TRUE,,H,20,101,101,LETE,0,88,100,100,100,100,,,5,13,0,2E,1E,88|92|95|98|101,2E|2E|2E|2E|1E,0|4|3|3|3,,,Highly upset parents near nest WAS A CHICK FOUND
20444,RUTW,2020,29.76421,-93.14785,75,75,sym,,100,82,N,H,TRUE,,H,19,101,101,LETE,0,88,101,101,101,101,,,5,13,0,2E,"1C, 1E",88|92|95|98|101,"2E|2E|2E|2E|1C, 1E",0|4|3|3|3,,,chick in cup with second egg in process of hatch
20445,RUTW,2020,29.76386,-93.14663,0,10,sym,,98,79,N,H,TRUE,,H,19,98,98,LETE,0,92,98,98,98,98,,,3,6,0,2E,1C,92|95|98,2E|2E|1C,0|3|3,,,Chick wet in cup
20446,RUTW,2020,29.76688,-93.1609,0,0,sym,,104,85,N,H,TRUE,,H,19,104,104,LETE,0,92,104,104,104,104,,,5,12,0,BON,1C,92|95|98|101|104,1E|1E|1E|BON|1C,0|3|3|3|3,,,Chick in cup
20447,RUTW,2020,29.76696,-93.16107,0,0,sym,,105,85,N,H,TRUE,,H,19,104,104,LETE,0,92,104,104,104,104,,,5,12,0,BON,1C,92|95|98|101|104,2E|2E|2E|BON|1C,0|3|3|3|3,,,Chick in cup
20448,RUTW,2020,29.76695,-93.16108,0,0,sym,,107,88,N,Ca,TRUE,,Ca,7,95,95,LETE,1,92,92,92,95,95,,,2,3,0,2E,0E,92|95,2E|0E,0|3,,,Cattle tracks through nest cup
20449,RUTW,2020,29.76704,-93.16103,0,10,sym,,105,86,N,F,TRUE,,F,18,104,104,LETE,0,92,101,101,104,104,,,5,12,0,BON,0E,92|95|98|101|104,3E|3E|3E|BON|0E,0|3|3|3|3,,,No chicks or sign of egg shells in cup. several other pairs of terns with chicks and eggs nearby so not clear if upset parents are for nest
20450,RUTW,2020,29.767,-93.1611,40,30,sym,,102,82,N,H,TRUE,,H,22,104,104,LETE,0,92,101,101,101,101,,,5,12,0,D,0E,92|95|98|101|104,1E|1E|1E|D|0E,0|3|3|3|3,,,"Shell near cup, second egg was abandoned"
20451,RUTW,2020,29.76427,-93.14828,30,30,sym,,99,82,N,H,TRUE,,H,19,101,101,LETE,0,95,101,101,101,101,,,3,6,0,2E,1E,95|98|101,2E|2E|1E,0|3|3,,,
20452,RUTW,2020,29.76701,-93.16089,10,30,sym,,99,85,N,H,TRUE,,H,19,104,104,LETE,0,95,104,104,104,104,,,4,9,1,BON,2C,95|98|101|104,2E|2E|BON|2C,0|3|3|3,,,"Two chicks in cup, one still wet"
20453,RUTW,2020,29.76698,-93.16113,40,30,sym,,105,84,N,H,TRUE,,H,20,104,104,LETE,0,95,103,103,103,103,,,4,9,0,BON,1E,95|98|101|104,2E|2E|BON|1E,0|3|3|3,,,"Poop in cup, 1egg left in cup, possibly still good?"
20454,RUTW,2020,29.7667,-93.15858,95,95,none,,108,92,Y,U,TRUE,,,20,112,112,CONI,0,95,108,108,112,112,,,7,17,1,BON,0E,95|98|101|104|106|108|112,2E|2E|BON|BON|BON|BON|0E,0|3|3|3|2|2|4,,SD card filled before fate,"No sign of eggs, chicks or parents anywhere in area after multiple checks on Jul 31st"
20455,RUTW,2020,29.76349,-93.14529,0,0,sym,,113,94,N,S,TRUE,,S,7,101,101,LETE,1,98,98,98,101,101,,,2,3,0,2E,0E,98|101,2E|0E,0|3,,,Washed away in high tide during storm event
20456,RUTW,2020,29.76696,-93.16099,0,0,sym,,110,91,N,F,TRUE,,F,13,104,104,LETE,1,98,101,101,104,104,,,3,6,0,BON,0E,98|101|104,2E|BON|0E,0|3|3,,,"No eggs in cup, no obvious sign of reason"
20457,RUTW,2020,29.76698,-93.16124,0,10,sym,,104,84,N,H,TRUE,,H,20,104,104,LETE,0,98,103,103,103,103,,,3,6,0,BON,0E,98|101|104,2E|BON|0E,0|3|3,,,",Chick nearby, probably from nest"
20458,RUTW,2020,29.76699,-93.16082,30,30,sym,,104,84,N,H,TRUE,,H,20,104,104,LETE,0,98,103,103,103,103,,,3,6,0,BON,0E,98|101|104,2E|BON|0E,0|3|3,,,Poop in cup
20459,RUTW,2020,29.76765,-93.16483,10,10,none,,103,84,N,S,TRUE,,S,22,106,106,LETE,0,101,104,104,106,106,,,3,5,0,2E,0E,101|104|106,2E|2E|0E,0|3|2,,,Nest washed out during storm surge from hurricane Hannah
20460,RUTW,2020,29.76754,-93.16374,5,10,none,,103,87,Y,H,FALSE,H,H,19,2,106,LETE,0,101,106,106,106,106,106,106,3,5,0,1E,0E,101|104|106,1E|1E|0E,0|3|2,bird seen incubating in field,,chick seen in field? Bird incubating a few feet away from nest cup on 25th
20461,RUTW,2020,29.76687,-93.1608,0,5,sym,,119,100,Y,S,FALSE,S,S,6,2,106,LETE,1,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
20462,RUTW,2020,29.76691,-93.1609,0,5,sym,,106,87,N,S,TRUE,,S,19,106,106,LETE,0,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
20463,RUTW,2020,29.76701,-93.16161,20,30,sym,,106,87,Y,S,FALSE,S,S,19,2,106,LETE,0,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
20464,RUTW,2020,29.76561,-93.15562,0,0,sym,,119,100,N,S,TRUE,,S,6,106,106,LETE,1,104,104,104,106,106,,,2,2,0,1E,0E,104|106,1E|0E,0|2,,,Nest made below high tide wrack line. Nest washed out during storm surge from hurricane Hannah
20465,RUTW,2020,29.76435,-93.14889,40,40,sym,,106,87,Y,S,FALSE,S,S,19,2,106,LETE,0,104,104,104,106,106,,,2,2,0,2E,0E,104|106,2E|0E,0|2,,,Nest washed out during storm surge from hurricane Hannah
20466,RUTW,2020,29.76703,-93.16164,50,50,sym,,109,90,Y,A,FALSE,Ca,Ca,22,4,112,LETE,0,108,108,108,112,112,,,2,4,0,2E,2E,108|112,2E|2E,0|4,"final obs is ""2E, failed"" and it says cold, no parental activity",cattle,eggs still in cup cold. no parental activity
30001,RUTW,2021,29.77115,-93.18078,20,30,none,,39,15,N,H,TRUE,,H,31,46,46,WIPL,0,16,43,43,43,43,,,8,30,1,3E,0E,16|20|24|28|34|39|42|46,2E|3E|3E|3E|3E|3E|3E|0E,0|4|4|4|6|5|3|4,,,"May 19: no starring seen, didn't handle eggs. no parents in the area. May 26: no eggs in nest, parents are acting very territorial. likely hatched June 6: father in area acting territorial"
30003,RUTE,2021,29.75687,-93.11149,0,0,fenced,,39,20,N,U,TRUE,,U,23,43,43,LETE,0,21,35,35,43,43,,,6,22,1,2E,0E,21|24|26|31|35|43,1E|2E|2E|2E|2E|0E,0|3|2|5|4|8,,,
30004,RUTE,2021,29.75637,-93.10946,0,0,fenced,,40,21,N,D,TRUE,,D,14,35,35,LETE,1,21,31,31,35,35,,,5,14,0,2E,D,21|24|26|31|35,1E|2E|2E|2E|D,0|3|2|5|4,,,
30005,RUTW,2021,29.7684,-93.16471,0,0,none,,36,8,N,H,TRUE,,H,34,42,42,WIPL,0,16,36,36,36,36,,,8,26,1,0E,2C,16|20|24|28|34|36|39|42,"3E|not locate|3E|3E|3E|2C?, 1E|0E|2C",0|4|4|4|6|2|3|3,wrong final obs date,,"May 16: 1 egg left in nest, parents were acting territorial. May 19: no eggs left in nest, parents territorial but no chicks located. 5/22: two chicks seen in area running around"
30006,RUTW,2021,29.7703,-93.1745,,,none,,40,21,N,D,TRUE,,D,13,34,34,LETE,1,24,28,28,34,34,,,3,10,0,2E,D,24|28|34,2E|2E|D,0|4|6,,,
30007,RUTW,2021,29.77032,-93.17455,,,none,,41,22,N,D,TRUE,,D,12,34,34,LETE,1,24,28,28,34,34,,,3,10,0,2E,D,24|28|34,2E|2E|D,0|4|6,,,
30008,RUTW,2021,29.77083,-93.17627,,,none,,43,24,N,S,TRUE,,S,15,39,39,LETE,1,24,28,28,39,39,,,3,15,0,2E,W,24|28|39,1E|2E|W,0|4|11,,,washed out from rain; possibly buried by a couple inches of sand accumulation
30009,RUTW,2021,29.77083,-93.1763,,,none,,41,22,N,D,TRUE,,D,12,34,34,LETE,1,24,28,28,34,34,,,3,10,0,2E,D,24|28|34,2E|2E|D,0|4|6,,,very nearly run over by vehicles
30010,RUTE,2021,29.75705,-93.11244,,,fenced,,40,21,N,D,TRUE,,D,14,35,35,LETE,1,24,31,31,35,35,,,3,11,0,3E,D,24|31|35,3E|3E|D,0|7|4,,,
30011,RUTW,2021,29.77003,-93.17354,5,20,none,,40,21,N,D,TRUE,,D,13,34,34,LETE,1,28,28,28,34,34,,,2,6,0,3E,D,28|34,3E|D,0|6,,,
30012,RUTW,2021,29.77016,-93.17475,35,30,none,,43,24,N,D,TRUE,,D,10,34,34,LETE,1,28,28,28,34,34,,,2,6,0,3E,D,28|34,3E|D,0|6,,,
